Lines,Lon,VehicleNumber,Time,Lat,Brigade
706,20.915461,5203,2024-01-25 13:14:21,52.149439,1
517,21.0022535,5204,2024-01-25 13:14:27,52.2276192,6
713,20.921136,5206,2024-01-25 11:02:37,52.196906,05
186,20.9207658,5207,2024-01-25 12:33:11,52.196518,018
523,20.9602157,5208,2024-01-25 13:14:31,52.2185921,7
728,20.920909,5209,2024-01-25 13:04:26,52.196944,02
713,20.9205373,5210,2024-01-25 12:31:12,52.1970499,1
711,20.8000754,5211,2024-01-25 13:14:28,52.0910463,506
733,20.930074,5212,2024-01-25 13:14:34,52.168061,507
317,21.0034884,5215,2024-01-25 13:14:29,52.1778351,3
706,20.942897,5216,2024-01-25 13:14:33,52.1751902,2
721,20.8948475,5217,2024-01-25 13:14:29,52.1243772,1
517,21.0143561,5218,2024-01-25 13:14:31,52.2304644,3
191,20.9837203,5219,2024-01-25 13:14:27,52.2182189,7
191,20.9825379,5221,2024-01-25 13:14:34,52.217687,1
523,21.0821208,5222,2024-01-25 13:14:34,52.2400939,14
716,20.8288466,5225,2024-01-25 13:14:35,52.1929353,63
717,20.9680822,5226,2024-01-25 13:14:34,52.2191024,65
188,20.9780512,5228,2024-01-25 13:14:30,52.1694652,1
317,20.9221334,5229,2024-01-25 13:14:27,52.1960256,06
523,20.898215,5230,2024-01-25 13:14:29,52.258384,5
172,21.048566,5232,2024-01-25 13:14:35,52.178199,2
ZA1,20.919986,5234,2024-01-25 12:03:33,52.197301,04
124,20.9416584,5236,2024-01-25 13:14:32,52.1735069,2
187,21.0653609,5239,2024-01-25 13:14:30,52.1851356,9
177,20.9146657,5240,2024-01-25 13:14:32,52.2332449,1
172,20.921278,5241,2024-01-25 10:20:45,52.196533,010
717,20.8917118,5243,2024-01-25 13:14:27,52.1817596,64
517,20.9205095,5246,2024-01-25 11:32:42,52.1974356,015
172,20.9631487,5247,2024-01-25 13:14:27,52.2171496,7
523,21.1067342,5248,2024-01-25 13:14:23,52.2479156,11
523,20.9728085,5249,2024-01-25 13:14:35,52.2191944,8
136,21.0532684,5250,2024-01-25 13:14:31,52.146228,5
184,20.9686708,5251,2024-01-25 13:14:26,52.2142784,8
517,20.907048,5252,2024-01-25 13:14:26,52.1926088,1
172,20.9799233,5253,2024-01-25 13:14:33,52.2090204,5
184,20.9281616,5254,2024-01-25 13:14:34,52.2640336,2
136,20.9962969,5255,2024-01-25 13:14:32,52.1855197,2
191,20.8719103,5258,2024-01-25 13:14:33,52.1861586,4
172,21.0183487,5259,2024-01-25 13:14:28,52.196537,4
517,20.9659671,5260,2024-01-25 13:14:31,52.2180944,2
145,21.008348,5401,2024-01-25 13:14:16,52.292019,2
527,21.046127,5403,2024-01-25 13:14:36,52.265121,011
527,21.060177,5404,2024-01-25 13:14:36,52.311714,52
112,20.8971184,5405,2024-01-25 13:14:33,52.2235294,1
527,21.0466437,5407,2024-01-25 09:24:56,52.2649521,010
245,21.042662,5408,2024-01-25 13:14:35,52.299717,2
190,20.897047,5409,2024-01-25 13:14:36,52.229736,2
190,21.086996,5411,2024-01-25 13:14:36,52.300888,7
512,21.060339,5412,2024-01-25 13:14:35,52.268475,2
500,21.043016,5413,2024-01-25 13:14:32,52.275501,4
112,21.055834,5414,2024-01-25 13:14:31,52.297344,7
190,20.914213,5415,2024-01-25 13:14:35,52.236412,11
112,21.082289,5417,2024-01-25 13:14:33,52.304485,2
245,21.107288,5418,2024-01-25 13:14:35,52.286804,1
160,21.047888,5420,2024-01-25 13:14:34,52.285896,56
520,21.0021082,5423,2024-01-25 13:14:35,52.2431217,2
414,21.046986,5424,2024-01-25 10:46:33,52.264889,07
112,21.032467,5425,2024-01-25 13:14:33,52.293732,8
500,21.0417929,5426,2024-01-25 13:14:34,52.3002851,3
160,20.9937119,5427,2024-01-25 13:14:36,52.2415742,55
723,20.917513,5428,2024-01-25 13:14:33,52.408707,476
132,20.9693857,5429,2024-01-25 13:14:35,52.2718329,1
738,21.1198,5430,2024-01-25 13:14:35,52.3409,2
731,21.046867,5431,2024-01-25 07:58:17,52.264744,731
731,20.93446,5432,2024-01-25 13:14:35,52.375397,499
500,21.044041,5433,2024-01-25 09:43:19,52.266026,07
112,21.068539,5435,2024-01-25 13:14:31,52.30764,5
199,21.046196,5436,2024-01-25 09:04:07,52.2650667,05
Z26,20.960266,5437,2024-01-25 13:14:34,52.232113,1
509,21.0462779,5438,2024-01-25 13:14:36,52.2479349,5
511,20.948559,5440,2024-01-25 13:14:32,52.347443,3
731,20.927315,5441,2024-01-25 13:14:36,52.377201,479
705,21.037767,5442,2024-01-25 13:14:36,52.403229,63
731,21.000821,5443,2024-01-25 13:14:29,52.291336,477
202,21.047393,5444,2024-01-25 10:35:47,52.264821,059
511,20.941536,5445,2024-01-25 13:14:35,52.301876,4
509,21.047596,5446,2024-01-25 10:29:30,52.264702,011
120,21.057974,5447,2024-01-25 13:14:32,52.299828,8
120,21.0458899,5448,2024-01-25 09:59:20,52.2651534,010
723,21.000828,5450,2024-01-25 13:14:36,52.291256,474
527,21.0683969,5451,2024-01-25 13:14:35,52.3235769,51
414,21.0474111,5453,2024-01-25 09:51:05,52.2645869,05
190,21.047391,5455,2024-01-25 10:33:37,52.264818,018
414,21.047131,5457,2024-01-25 10:06:32,52.264576,06
132,21.066612,5459,2024-01-25 13:14:36,52.320255,2
519,21.006104,5870,2024-01-25 13:14:31,52.228802,8
128,21.018381,5871,2024-01-25 13:14:27,52.231186,334
128,20.9876107,5872,2024-01-25 13:14:35,52.2100651,333
128,20.997941,5873,2024-01-25 11:33:11,52.1869,703
175,20.99791,5874,2024-01-25 10:17:21,52.186979,700
127,21.032427,5876,2024-01-25 13:14:35,52.230183,5
175,20.9737685,5877,2024-01-25 13:14:36,52.1706591,400
175,20.998013,5878,2024-01-25 12:59:34,52.186786,705
127,20.924814,5879,2024-01-25 13:14:32,52.208153,3
128,20.9637827,5880,2024-01-25 13:14:36,52.2077141,408
519,21.0475234,5881,2024-01-25 13:14:35,52.1894654,7
175,21.008287,5882,2024-01-25 13:14:34,52.229042,411
503,21.044655,5883,2024-01-25 13:14:34,52.176754,12
175,21.012785,5885,2024-01-25 13:14:33,52.243217,405
175,20.981281,5886,2024-01-25 13:14:35,52.191597,402
127,20.965567,5887,2024-01-25 13:14:36,52.217697,9
128,20.979301,5888,2024-01-25 13:14:32,52.199699,407
503,21.018169,5890,2024-01-25 13:14:33,52.236584,10
503,21.043001,5891,2024-01-25 13:14:35,52.14703,3
128,20.997969,5892,2024-01-25 11:07:40,52.186721,704
503,21.039696,5893,2024-01-25 13:14:36,52.160927,1
175,20.996986,5894,2024-01-25 13:14:34,52.186554,334
519,21.055161,5896,2024-01-25 13:14:32,52.182259,5
127,20.895514,5897,2024-01-25 13:14:36,52.208801,2
503,21.023981,5898,2024-01-25 13:14:34,52.224262,6
503,21.030632,5899,2024-01-25 13:14:34,52.206593,11
175,21.117176,5900,2024-01-25 10:59:59,52.233971,706
180,20.9684,5901,2024-01-25 13:14:32,52.2695,015
111,21.0556,5902,2024-01-25 13:14:33,52.2387,8
116,21.026646,5903,2024-01-25 13:14:35,52.212311,8
116,20.997549,5904,2024-01-25 13:14:36,52.254761,17
116,21.0838604,5905,2024-01-25 13:14:36,52.1682402,6
128,21.012939,5906,2024-01-25 13:14:36,52.243221,410
116,20.937656,5908,2024-01-25 13:14:32,52.278149,15
503,21.041685,5910,2024-01-25 13:14:35,52.171406,4
158,21.103064,5911,2024-01-25 13:14:33,52.237457,5
180,21.116756,5912,2024-01-25 10:56:51,52.234079,433
116,21.116644,5914,2024-01-25 12:58:32,52.234011,737
158,21.115676,5915,2024-01-25 11:39:15,52.234009,3
180,21.084,5916,2024-01-25 13:14:33,52.1678,7
116,20.9407646,5917,2024-01-25 13:14:31,52.2777692,12
128,21.116506,5919,2024-01-25 10:31:11,52.233926,702
E-1,21.114336,5921,2024-01-25 12:56:08,52.234954,04
116,21.035028,5922,2024-01-25 13:14:35,52.201984,3
180,21.012039,5923,2024-01-25 13:14:32,52.246193,10
180,20.924988,5924,2024-01-25 13:14:35,52.272396,13
175,21.1165811,5926,2024-01-25 13:14:35,52.2350315,706
503,21.0476,5927,2024-01-25 13:14:33,52.1434,2
175,21.116129,5928,2024-01-25 11:12:52,52.234099,707
503,21.002321,5929,2024-01-25 13:14:31,52.254719,8
158,21.057833,5930,2024-01-25 13:14:34,52.239346,6
111,21.000393,5932,2024-01-25 13:14:35,52.245052,4
116,21.083876,5933,2024-01-25 13:14:32,52.168041,5
158,21.061972,5934,2024-01-25 13:14:34,52.240273,1
128,21.115791,5935,2024-01-25 11:53:21,52.233995,401
158,20.950174,5936,2024-01-25 13:14:36,52.21167,9
158,20.993101,5937,2024-01-25 13:14:36,52.226002,2
175,20.988049,5938,2024-01-25 13:14:36,52.20998,412
111,21.011053,5939,2024-01-25 13:14:34,52.244659,7
116,21.058031,5940,2024-01-25 13:14:34,52.179558,4
111,21.102484,5941,2024-01-25 13:14:35,52.222092,10
111,21.062317,5942,2024-01-25 13:14:32,52.230728,2
111,20.979448,5943,2024-01-25 13:14:33,52.244411,5
180,21.117617,5944,2024-01-25 13:14:35,52.233772,017
175,21.000578,5945,2024-01-25 13:14:36,52.227566,403
180,21.061584,5946,2024-01-25 13:14:35,52.189026,5
175,21.013844,5947,2024-01-25 13:14:36,52.245346,404
128,20.963488,5948,2024-01-25 13:14:33,52.207809,409
180,21.052452,5949,2024-01-25 13:14:34,52.196281,8
127,21.030077,5950,2024-01-25 13:14:36,52.239288,7
111,21.047055,5951,2024-01-25 09:31:00,52.265205,011
503,21.015724,5953,2024-01-25 13:14:35,52.241585,7
518,21.023422,5954,2024-01-25 13:14:33,52.228214,3
111,21.046398,5955,2024-01-25 10:09:06,52.265448,012
180,21.084,5957,2024-01-25 13:14:36,52.1677,6
518,20.938641,5958,2024-01-25 13:14:32,52.323486,7
111,21.0228294,5959,2024-01-25 13:14:34,52.2320704,3
503,21.046438,5961,2024-01-25 13:14:36,52.190407,5
180,20.956829,5962,2024-01-25 13:14:32,52.261021,14
503,21.042582,5963,2024-01-25 13:14:35,52.148033,013
180,20.9946872,5964,2024-01-25 13:14:32,52.2488164,11
127,20.9145794,5965,2024-01-25 13:14:35,52.2098794,1
116,21.000374,5967,2024-01-25 13:14:35,52.253212,10
111,21.102209,5968,2024-01-25 13:14:31,52.222183,1
518,20.984154,5969,2024-01-25 13:14:31,52.282047,1
116,20.981836,5971,2024-01-25 13:14:32,52.269848,16
518,20.978989,5972,2024-01-25 13:14:32,52.311234,5
503,21.04665,5973,2024-01-25 09:36:42,52.26532,014
518,20.942131,5974,2024-01-25 13:14:33,52.334564,6
518,21.000061,5975,2024-01-25 13:14:34,52.25351,4
111,20.98554,5976,2024-01-25 13:14:32,52.246422,6
116,20.9247732,5978,2024-01-25 13:14:36,52.2724492,14
116,20.924978,5979,2024-01-25 13:14:35,52.272316,13
180,20.968458,5981,2024-01-25 13:14:36,52.256451,1
518,21.015554,5982,2024-01-25 13:14:34,52.241867,2
180,21.03487,5983,2024-01-25 13:14:33,52.206955,4
503,21.010477,5984,2024-01-25 13:14:36,52.24699,9
116,21.022449,5985,2024-01-25 13:14:35,52.229362,2
127,20.990564,5986,2024-01-25 13:14:32,52.225468,4
111,21.076794,5987,2024-01-25 13:14:33,52.226055,9
116,21.045263,5988,2024-01-25 13:14:32,52.191677,7
116,21.016466,5989,2024-01-25 13:14:35,52.240528,431
127,21.007914,5990,2024-01-25 13:14:33,52.228943,8
180,21.024914,5991,2024-01-25 13:14:33,52.220425,9
180,21.045196,5992,2024-01-25 11:22:19,52.265696,016
116,21.017342,5993,2024-01-25 13:14:35,52.239086,9
116,20.978918,5994,2024-01-25 13:14:35,52.270412,11
180,20.958755,5995,2024-01-25 13:14:35,52.260105,12
E-2,21.045546,5996,2024-01-25 12:10:59,52.265639,02
128,20.994711,5998,2024-01-25 13:14:17,52.226116,406
E-2,21.046948,5999,2024-01-25 10:26:01,52.265323,09
L18,20.8424121,60053,2024-01-25 08:43:17,52.249813,2
L18,20.8275365,60054,2024-01-25 13:14:35,52.2886291,2
L18,20.8129181,60055,2024-01-25 13:14:37,52.3127736,1
L29,20.4695975,60056,2024-01-25 13:14:37,52.2670298,1
L-6,20.8687955,60057,2024-01-25 13:14:34,52.277492,1
L-7,20.8173941,60058,2024-01-25 13:14:28,52.209648,2
L-6,20.7486618,60059,2024-01-25 13:14:33,52.2553585,02
L-7,20.8469971,60060,2024-01-25 13:14:32,52.3412971,1
717,20.9221292,6200,2024-01-25 13:14:35,52.1962796,069
182,21.063246,6201,2024-01-25 13:14:35,52.228806,1
171,20.9251532,6202,2024-01-25 13:14:35,52.2724832,452
713,20.922268,6203,2024-01-25 13:14:31,52.195843,05
184,20.951263,6204,2024-01-25 13:14:31,52.228588,493
124,20.940582,6205,2024-01-25 13:14:35,52.159378,1
414,20.922146,6206,2024-01-25 13:14:32,52.196247,01
717,20.920547,6207,2024-01-25 13:14:32,52.197437,068
713,20.930794,6208,2024-01-25 13:14:35,52.224968,3
711,20.922548,6209,2024-01-25 08:09:02,52.196148,709
743,20.905617,6213,2024-01-25 13:14:31,52.239185,1
136,20.960058,6215,2024-01-25 13:14:31,52.21735,9
105,20.896065,6217,2024-01-25 13:14:33,52.216854,1
187,21.0475012,6220,2024-01-25 13:14:34,52.2117279,6
317,21.084656,6221,2024-01-25 13:14:33,52.166729,2
184,20.927153,6222,2024-01-25 13:14:36,52.247112,5
171,20.936035,6223,2024-01-25 13:14:31,52.23996,453
719,20.890301,6225,2024-01-25 13:14:33,52.240143,4
523,21.084177,6226,2024-01-25 13:14:33,52.243465,10
719,20.921486,6227,2024-01-25 10:34:51,52.197211,010
401,20.862017,6228,2024-01-25 13:14:35,52.190407,3
523,20.921431,6229,2024-01-25 13:14:35,52.19733,019
414,20.9202102,6230,2024-01-25 12:36:58,52.1965779,04
717,20.840153,6232,2024-01-25 13:14:24,52.177626,66
703,20.9308169,6233,2024-01-25 13:14:35,52.1638354,512
719,20.586502,6234,2024-01-25 13:14:36,52.25761,2
414,20.921885,6235,2024-01-25 13:14:36,52.196365,02
414,20.922052,6236,2024-01-25 11:41:27,52.19627,01
191,20.875003,6237,2024-01-25 13:14:31,52.189198,3
177,20.9207102,6238,2024-01-25 12:27:27,52.1974599,786
401,20.989075,6239,2024-01-25 13:14:35,52.180847,9
721,20.921638,6240,2024-01-25 12:01:31,52.196384,02
186,20.92136,6241,2024-01-25 12:15:44,52.196457,019
733,20.9222617,6242,2024-01-25 11:05:14,52.1962147,710
523,21.107729,6243,2024-01-25 13:14:35,52.249046,13
L39,21.025856,70001,2024-01-25 13:14:05,52.0749665,3
L39,21.006103,70002,2024-01-25 13:14:36,52.1102915,4
L39,21.0171386,70004,2024-01-25 13:14:35,52.0677355,2
L39,21.0287363,70005,2024-01-25 06:38:39,52.0614195,1
L52,20.9850819,70007,2024-01-25 13:14:36,52.0039341,1
L14,21.2018753,70021,2024-01-25 13:14:36,52.0798628,1
L15,21.1381503,70022,2024-01-25 13:14:32,52.0461855,51
L-4,20.9198016,70025,2024-01-25 13:14:33,52.0965941,03
L30,21.1346621,70026,2024-01-25 13:14:35,51.9545508,1
L-1,20.9094778,70027,2024-01-25 13:14:34,52.0966966,1
L21,21.1764796,70028,2024-01-25 13:14:34,52.0579046,1
L-4,21.0173288,70030,2024-01-25 13:14:36,52.098573,2
L-4,20.8856645,70032,2024-01-25 13:14:36,52.046358,1
L30,21.1914105,70033,2024-01-25 08:45:13,51.9872686,02
L16,21.0970701,70035,2024-01-25 13:14:35,52.0552771,1
L-3,21.016645,70036,2024-01-25 13:14:36,52.0676803,03
L-3,20.8697441,70037,2024-01-25 13:14:35,52.0600621,02
L23,21.0266348,70041,2024-01-25 13:14:34,52.0761341,695
L-1,20.9984998,70042,2024-01-25 13:14:36,52.0702088,2
L28,21.1192183,70043,2024-01-25 06:05:53,52.0828328,52
L42,21.1161023,70045,2024-01-25 13:14:32,52.102595,53
191,20.981041,7200,2024-01-25 13:14:34,52.216454,6
517,21.043398,7201,2024-01-25 13:14:36,52.222954,4
190,21.0853972,7202,2024-01-25 13:14:36,52.3050409,6
189,20.913414,7203,2024-01-25 13:14:36,52.209418,13
112,21.0267824,7204,2024-01-25 13:14:36,52.2934345,4
105,20.922853,7205,2024-01-25 10:05:35,52.196144,010
ZA1,20.920275,7206,2024-01-25 12:47:28,52.197388,02
187,20.860144,7208,2024-01-25 13:14:35,52.19381,1
713,20.808784,7209,2024-01-25 13:14:36,52.210068,2
187,21.06913,7211,2024-01-25 13:14:35,52.181393,7
713,20.92075,7212,2024-01-25 13:14:35,52.196114,04
186,20.9205044,7216,2024-01-25 12:03:08,52.1966371,015
189,20.920929,7217,2024-01-25 10:34:15,52.196938,023
713,20.77496,7218,2024-01-25 13:14:33,52.211006,1
189,20.919502,7221,2024-01-25 11:26:39,52.196301,020
105,20.984552,7222,2024-01-25 13:14:36,52.230511,6
184,20.927547,7223,2024-01-25 13:14:36,52.291019,3
190,20.980564,7224,2024-01-25 13:14:33,52.238403,4
191,20.92235,7225,2024-01-25 10:15:33,52.197178,09
105,20.897942,7227,2024-01-25 13:14:31,52.239609,2
521,21.179024,7228,2024-01-25 13:14:35,52.193337,5
172,20.955654,7229,2024-01-25 13:14:35,52.211979,6
112,20.897596,7231,2024-01-25 13:14:35,52.221375,10
184,20.9376329,7232,2024-01-25 13:14:32,52.2874257,4
189,20.923603,7234,2024-01-25 13:14:31,52.19725,3
189,20.921055,7235,2024-01-25 10:51:54,52.195953,024
719,20.774391,7236,2024-01-25 13:14:33,52.256241,1
189,21.068937,7237,2024-01-25 13:14:36,52.1813127,7
189,21.051132,7238,2024-01-25 13:14:35,52.178703,019
189,20.9202819,7239,2024-01-25 13:14:33,52.1973832,019
187,20.936712,7242,2024-01-25 13:14:35,52.201801,4
105,20.901394,7243,2024-01-25 13:14:36,52.217045,4
105,20.951488,7244,2024-01-25 13:14:34,52.228279,5
190,20.942926,7245,2024-01-25 13:14:32,52.239223,9
189,20.9007437,7247,2024-01-25 13:14:36,52.2389377,15
189,20.978163,7248,2024-01-25 13:14:36,52.183929,4
190,21.066572,7249,2024-01-25 13:14:32,52.276512,13
401,20.9225182,7251,2024-01-25 13:14:35,52.1961764,010
189,21.056343,7252,2024-01-25 13:14:35,52.182003,6
171,20.9208054,7253,2024-01-25 13:14:35,52.1974067,4
177,20.921654,7254,2024-01-25 13:14:36,52.195847,07
191,20.916212,7257,2024-01-25 13:14:36,52.205208,2
190,20.9257009,7259,2024-01-25 13:14:35,52.2340907,10
188,20.985784,7302,2024-01-25 13:14:36,52.2047517,2
202,21.124708,7303,2024-01-25 13:14:36,52.241943,52
158,21.1128997,7305,2024-01-25 13:14:36,52.236301,4
158,20.9882267,7306,2024-01-25 13:14:36,52.2240991,7
148,21.117126,7307,2024-01-25 13:14:36,52.234753,010
125,21.1136932,7308,2024-01-25 13:14:31,52.234607,06
141,21.1128977,7309,2024-01-25 13:14:28,52.2362959,6
520,21.1178924,7310,2024-01-25 13:14:35,52.2335039,09
148,21.1161771,7312,2024-01-25 10:26:16,52.2336111,010
507,21.048796,7313,2024-01-25 13:14:35,52.237606,3
125,21.117393,7314,2024-01-25 13:14:32,52.234749,07
507,21.1158845,7317,2024-01-25 10:43:11,52.233512,07
182,21.0091516,7318,2024-01-25 13:14:35,52.2172222,6
523,20.920851,7319,2024-01-25 13:14:32,52.240082,6
507,21.1155194,7320,2024-01-25 12:01:51,52.234409,3
188,21.115498,7321,2024-01-25 11:07:53,52.233543,09
402,21.114981,7322,2024-01-25 12:12:19,52.233601,013
102,21.1167874,7323,2024-01-25 09:55:29,52.2335251,51
507,21.1166504,7325,2024-01-25 13:14:34,52.2334524,06
521,21.137436,7327,2024-01-25 13:14:36,52.229645,1
141,20.9435879,7328,2024-01-25 13:14:35,52.1757205,1
188,21.128679,7329,2024-01-25 13:14:32,52.240234,4
182,21.068741,7330,2024-01-25 13:14:33,52.230019,5
402,21.1561034,7331,2024-01-25 13:14:32,52.2403072,3
202,21.043318,7332,2024-01-25 13:14:36,52.24609,53
525,21.180778,7333,2024-01-25 13:14:33,52.206894,8
523,21.036229,7334,2024-01-25 13:14:34,52.2221612,9
750,20.864567,738,2024-01-25 13:14:31,52.360275,07
150,20.938789,740,2024-01-25 13:14:27,52.300442,3
150,20.928095,741,2024-01-25 13:14:35,52.290672,4
750,20.864645,742,2024-01-25 13:14:35,52.36026,06
150,20.846966,743,2024-01-25 13:14:36,52.341354,2
750,20.918901,744,2024-01-25 13:14:35,52.316093,3
150,20.92746,746,2024-01-25 13:14:28,52.291126,09
150,20.860144,747,2024-01-25 13:14:32,52.347851,6
750,20.801476,748,2024-01-25 13:14:34,52.376461,4
250,20.932634,750,2024-01-25 13:13:35,52.288067,3
110,20.883364,753,2024-01-25 13:14:37,52.318745,4
110,20.864719,754,2024-01-25 13:14:35,52.360191,06
110,20.938206,755,2024-01-25 13:14:35,52.27816,5
250,20.9296,757,2024-01-25 13:14:32,52.285591,2
750,20.776457,758,2024-01-25 13:14:35,52.364552,1
110,20.878025,761,2024-01-25 13:14:35,52.295155,3
150,20.902109,762,2024-01-25 13:14:29,52.328594,5
250,20.864574,769,2024-01-25 13:14:29,52.36018,04
502,21.2427524,7700,2024-01-25 13:14:31,52.2231144,468
145,21.1145707,7702,2024-01-25 13:14:35,52.2784386,11
202,21.1020421,7704,2024-01-25 13:14:36,52.2469972,51
521,21.1158204,7706,2024-01-25 10:55:25,52.2335193,08
146,21.117184,7707,2024-01-25 08:40:12,52.233558,06
507,21.1023619,7708,2024-01-25 13:14:36,52.2219817,4
521,21.11652,7709,2024-01-25 09:52:22,52.233581,09
401,20.9213844,7710,2024-01-25 11:53:20,52.1964138,1
189,21.0443601,7711,2024-01-25 13:14:36,52.1742675,10
182,20.9649499,7712,2024-01-25 13:14:36,52.2180457,8
112,20.9560519,7714,2024-01-25 13:14:36,52.2760649,9
189,20.9198804,7716,2024-01-25 13:14:36,52.1973639,022
189,20.9214552,7718,2024-01-25 13:14:36,52.1964287,024
177,20.8885439,7719,2024-01-25 13:14:36,52.2058692,5
107,20.864310167,772,2024-01-25 13:13:00,52.3598115,3
136,21.0025639,7720,2024-01-25 13:14:35,52.1743936,7
189,20.9007234,7721,2024-01-25 13:14:36,52.2388999,16
189,20.919576,7722,2024-01-25 12:51:06,52.196791,022
171,21.0439639,7723,2024-01-25 13:14:34,52.2224319,5
728,20.8816112,7724,2024-01-25 13:14:36,52.0904427,1
189,20.9880814,7725,2024-01-25 13:14:36,52.1810385,11
N38,20.9223066,7726,2024-01-25 06:42:20,52.1961906,205
706,20.9227727,7727,2024-01-25 13:14:36,52.1960987,03
186,20.9217619,7728,2024-01-25 13:14:36,52.1963701,018
189,20.9167553,7729,2024-01-25 13:14:33,52.224711,2
110,20.864205,773,2024-01-25 13:05:36,52.359777667,4
143,20.9907574,7730,2024-01-25 13:14:36,52.2164892,3
402,20.9936432,7731,2024-01-25 13:14:36,52.1790502,7
523,21.1177471,7732,2024-01-25 13:14:36,52.2334689,019
525,21.1173591,7734,2024-01-25 09:00:37,52.2336686,011
151,21.0819975,7735,2024-01-25 13:14:36,52.2358609,2
523,20.898078,7736,2024-01-25 13:14:22,52.258263,4
523,20.9194814,7737,2024-01-25 13:14:36,52.2397131,2
141,21.0140359,7738,2024-01-25 13:14:36,52.1961084,3
402,21.1561076,7739,2024-01-25 13:14:36,52.2402547,2
850,20.629539,774,2024-01-25 13:14:35,52.375015,1
521,21.0825604,7740,2024-01-25 13:14:36,52.2405207,011
509,20.9450826,7741,2024-01-25 13:14:36,52.3394142,9
182,21.0022021,7743,2024-01-25 13:14:36,52.2171265,9
523,20.9563632,7744,2024-01-25 13:14:36,52.2302412,1
411,21.1163449,7746,2024-01-25 10:04:18,52.2334497,02
102,21.117288,7748,2024-01-25 11:48:36,52.234228,52
250,20.875193,775,2024-01-25 13:14:36,52.332088,1
514,21.1934259,7750,2024-01-25 13:14:35,52.2480702,2
E-1,21.117151,7751,2024-01-25 09:51:01,52.234253,05
182,21.1124105,7752,2024-01-25 13:14:36,52.2366385,2
507,21.117261,7753,2024-01-25 09:38:27,52.233378,08
520,21.1514689,7754,2024-01-25 13:14:35,52.2390302,7
507,21.0672105,7759,2024-01-25 13:14:32,52.2260391,5
850,20.9375972,776,2024-01-25 13:14:36,52.291858,2
750,20.882374,777,2024-01-25 13:14:35,52.342464,2
750,20.8648297,778,2024-01-25 09:03:30,52.3602161,05
850,20.8650036,779,2024-01-25 12:03:05,52.3604369,1
502,21.1159325,7800,2024-01-25 11:30:14,52.2336295,09
E-2,21.1172579,7801,2024-01-25 13:14:36,52.2337044,03
521,20.9638842,7802,2024-01-25 13:14:36,52.207873,3
145,21.0818127,7803,2024-01-25 13:14:35,52.286752,5
145,21.1250726,7804,2024-01-25 13:14:36,52.235108,7
525,21.0038004,7805,2024-01-25 13:14:36,52.229498,3
507,21.0053289,7806,2024-01-25 13:14:35,52.229571,2
151,21.105055,7807,2024-01-25 13:14:22,52.230238,3
151,21.0216039,7808,2024-01-25 13:14:36,52.2183625,1
411,21.1161617,7809,2024-01-25 10:32:54,52.2334541,720
150,20.8643681,781,2024-01-25 13:14:35,52.3598853,07
502,21.1169874,7810,2024-01-25 13:14:35,52.2337164,720
509,20.9466519,7811,2024-01-25 13:14:36,52.3400181,8
509,21.115561,7812,2024-01-25 13:14:35,52.234619,021
402,21.1013012,7813,2024-01-25 13:14:36,52.2198235,4
162,21.0296459,7814,2024-01-25 13:14:36,52.2486177,4
102,21.1073401,7815,2024-01-25 13:14:36,52.2485707,58
521,21.1166482,7816,2024-01-25 09:50:19,52.2335277,010
521,21.1178004,7817,2024-01-25 13:14:36,52.2334475,08
704,21.116395,7818,2024-01-25 09:36:40,52.233441,03
507,21.1164061,7819,2024-01-25 10:31:37,52.2337636,06
502,21.1159632,7821,2024-01-25 13:14:36,52.2349346,465
520,21.087168,7823,2024-01-25 13:14:35,52.23629,4
509,20.9579191,7824,2024-01-25 13:14:36,52.3163479,7
521,20.9887655,7825,2024-01-25 13:14:36,52.2242754,2
509,21.0032355,7826,2024-01-25 13:14:33,52.2898185,6
521,21.1169789,7827,2024-01-25 10:31:18,52.2333674,012
182,20.9694289,7828,2024-01-25 13:14:36,52.2189564,7
525,21.0930038,7830,2024-01-25 13:14:34,52.2354093,5
514,21.1849899,7831,2024-01-25 13:14:36,52.2470149,3
525,21.1627172,7832,2024-01-25 13:14:35,52.2222972,319
520,21.1157459,7833,2024-01-25 11:14:57,52.2335064,09
502,21.2173988,7834,2024-01-25 13:14:32,52.214445,1
125,21.1805322,7835,2024-01-25 13:14:36,52.2068469,1
151,21.1153488,7836,2024-01-25 12:15:01,52.2335188,05
180,21.0181904,7837,2024-01-25 13:14:36,52.236408,433
704,21.149611,7838,2024-01-25 13:14:25,52.226275,1
521,21.0473527,7839,2024-01-25 13:14:36,52.2373267,4
521,21.1169367,7840,2024-01-25 09:43:13,52.2334842,07
E-2,21.117511,7841,2024-01-25 10:39:46,52.233943,01
402,20.996596,7842,2024-01-25 09:27:17,52.187733,010
168,21.0832275,7843,2024-01-25 13:14:36,52.2064902,2
521,21.2047492,7845,2024-01-25 13:14:36,52.1593756,6
525,21.0225054,7846,2024-01-25 13:14:36,52.2185629,2
514,21.0371232,7847,2024-01-25 13:14:36,52.2224209,1
175,20.9782369,7848,2024-01-25 13:14:36,52.1694762,401
523,21.0408916,7849,2024-01-25 13:14:33,52.2235441,15
102,21.041855,7850,2024-01-25 13:14:22,52.241905,56
158,20.9493674,7851,2024-01-25 13:14:36,52.2116139,8
145,21.00074,7852,2024-01-25 13:14:20,52.291333,3
