odleglosc,ulica_id,nr_zespolu,typ,nr_przystanku,line
9304,0235,1161,2,02,112
9021,0235,1158,1,04,112
10009,1401,1085,1,10,112
9674,1214,1085,1,04,112
10635,1402,1154,1,02,112
10279,1401,1150,1,02,112
22236,0305,5108,1,02,112
24521,1806,5117,2,02,112
22658,0305,5109,1,02,112
25464,3537,5092,3,03,112
14543,2801,6020,1,02,112
14961,2801,6021,1,02,112
15337,2801,6022,1,02,112
15667,0119,6023,1,03,112
9953,2205,1159,2,01,112
10537,2205,1013,1,03,112
12710,0130,6133,1,04,112
14059,2801,6006,1,04,112
23691,1303,5045,1,01,112
24136,1806,5192,2,02,112
22938,1303,5047,2,01,112
23326,1303,5046,1,01,112
15958,0119,6046,1,05,112
16530,0119,6047,1,01,112
21397,1807,5059,1,01,112
21677,0305,5058,1,04,112
0,3537,1234,3,04,112
893,1909,1235,1,02,112
380,3537,1234,1,03,112
2307,2205,1472,1,01,112
1467,0139,1233,2,03,112
4544,0812,1179,1,01,112
3584,2205,1205,2,01,112
5334,2104,1319,2,01,112
4764,0812,1179,1,03,112
20827,1807,5060,1,01,112
20602,1807,5034,1,03,112
6572,0309,1147,1,04,112
6168,1214,1146,1,01,112
7360,1402,1154,1,01,112
6969,1402,1153,1,03,112
7955,1214,1085,1,03,112
7609,1401,1150,1,01,112
8640,0235,1161,2,01,112
8309,0235,1085,1,05,112
9393,2510,1162,2,06,112
8953,2510,1158,1,03,112
17508,1807,5062,1,02,112
16840,1807,5065,2,02,112
20239,1807,5061,1,01,112
19597,1807,5077,1,01,112
19083,1807,5063,1,01,112
18618,1807,5160,2,02,112
18388,1807,5064,1,02,112
17838,1807,5161,1,02,112
0,2002,R-13,6,00,112
6891,3537,1234,3,04,112
16260,1807,5161,3,10,112
14250,0119,6046,1,05,112
14822,0119,6047,1,01,112
15132,1807,5065,2,02,112
15800,1807,5062,1,02,112
0,2002,R-13,6,00,112
4864,0309,1147,1,04,112
4460,1214,1146,1,01,112
5652,1402,1154,1,01,112
5261,1402,1153,1,03,112
6247,1214,1085,1,03,112
5901,1401,1150,1,01,112
6932,0235,1161,2,01,112
6601,0235,1085,1,05,112
7685,2510,1162,2,06,112
7245,2510,1158,1,03,112
8829,2205,1013,1,03,112
8245,2205,1159,2,01,112
12351,2801,6006,1,04,112
11002,0130,6133,1,04,112
13253,2801,6021,1,02,112
12835,2801,6020,1,02,112
13959,0119,6023,1,03,112
13629,2801,6022,1,02,112
0,1221,R-11,6,00,112
8097,1807,5161,3,10,112
0,2104,1146,4,05,112
4205,2002,R-13,6,99,112
14543,2801,6020,1,02,112
14961,2801,6021,1,02,112
15337,2801,6022,1,02,112
15667,0119,6023,1,03,112
9953,2205,1159,2,01,112
10537,2205,1013,1,03,112
12710,0130,6133,1,04,112
14059,2801,6006,1,04,112
15958,0119,6046,1,05,112
16530,0119,6047,1,01,112
0,3537,1234,3,04,112
893,1909,1235,1,02,112
380,3537,1234,1,03,112
2307,2205,1472,1,01,112
1467,0139,1233,2,03,112
4544,0812,1179,1,01,112
3584,2205,1205,2,01,112
5334,2104,1319,2,01,112
4764,0812,1179,1,03,112
6572,0309,1147,1,04,112
6168,1214,1146,1,01,112
7360,1402,1154,1,01,112
6969,1402,1153,1,03,112
7955,1214,1085,1,03,112
7609,1401,1150,1,01,112
8640,0235,1161,2,01,112
8309,0235,1085,1,05,112
9393,2510,1162,2,06,112
8953,2510,1158,1,03,112
17508,1807,5062,1,02,112
16840,1807,5065,2,02,112
17968,1807,5161,3,10,112
20561,0812,1319,2,02,112
21111,0812,1179,1,04,112
10227,2801,6023,1,01,112
10759,2801,6021,1,01,112
11059,2801,6020,1,01,112
11717,2801,6006,1,03,112
8380,1807,5062,1,01,112
9015,1807,5065,2,01,112
9339,0119,6047,1,02,112
9911,0119,6046,1,06,112
23656,3537,1234,3,04,112
21346,0812,1179,1,02,112
22981,2205,1472,1,02,112
12468,0130,6075,1,05,112
13428,0130,6133,1,03,112
19778,1214,1146,1,02,112
20111,2104,1146,2,06,112
0,3537,5092,3,03,112
1255,1806,5117,2,01,112
425,1806,5092,2,01,112
2140,1303,5045,1,02,112
1660,1303,5192,2,04,112
2861,0305,5047,2,03,112
2501,1303,5046,1,02,112
3562,0305,5108,1,01,112
3151,0305,5109,1,01,112
19303,1214,1147,1,02,112
18904,0309,1153,1,01,112
4392,1807,5059,1,02,112
4146,1807,5058,1,02,112
5317,1807,5034,1,04,112
5004,1807,5060,1,02,112
6254,1807,5077,1,02,112
5614,1807,5061,1,02,112
7210,1807,5160,2,01,112
6800,1807,5063,1,02,112
7880,1807,5161,1,01,112
7520,1807,5064,1,01,112
16265,2205,1159,2,02,112
15597,2205,1013,1,04,112
18542,1402,1154,1,02,112
18186,1401,1150,1,02,112
17916,1401,1085,1,10,112
17581,1214,1085,1,04,112
17211,0235,1161,2,02,112
16928,0235,1158,1,04,112
0,2513,R-07,6,00,119
2458,1903,3286,3,06,119
0,1928,R-10,6,90,119
8440,0111,2034,3,01,119
21790,2046,3235,2,01,119
22390,1903,3286,3,06,119
11252,2508,2205,1,02,119
13152,0149,3308,2,01,119
14372,0149,3323,2,01,119
14852,0149,3324,2,01,119
9492,2508,2208,2,02,119
9922,2508,2207,2,02,119
10502,2508,2206,1,02,119
10882,2508,2249,2,02,119
15722,0126,3060,1,03,119
15972,0250,3325,2,04,119
21175,0116,3228,1,02,119
21465,2046,3234,2,01,119
0,0111,2034,3,01,119
1037,0111,2031,1,01,119
416,0111,2033,2,01,119
1781,2804,2029,1,01,119
1432,2804,2030,2,01,119
2393,2804,2438,1,01,119
2128,2804,2028,1,01,119
3468,1560,2039,1,10,119
3268,2610,2039,1,03,119
20775,1903,3105,1,02,119
20277,1903,3002,1,04,119
4624,1319,2037,1,03,119
4105,1560,2038,2,04,119
5614,1319,2264,2,01,119
5014,1319,2265,2,01,119
6778,2204,2247,2,01,119
6354,2204,2188,1,01,119
7560,2204,2190,1,01,119
7236,2204,2189,2,01,119
8802,2508,2209,1,02,119
8020,0219,2215,2,01,119
16792,0232,3087,1,02,119
16502,0232,3088,1,02,119
19853,2507,3001,1,01,119
19388,0239,3001,1,58,119
18563,0205,3026,1,52,119
18036,0818,3084,1,02,119
17670,2121,3084,1,54,119
17152,0306,3086,1,02,119
0,1706,R-10,6,00,119
10018,1903,3286,3,06,119
21790,2046,3235,2,01,119
22390,1903,3286,3,06,119
11252,2508,2205,1,02,119
13152,0149,3308,2,01,119
14372,0149,3323,2,01,119
14852,0149,3324,2,01,119
9492,2508,2208,2,02,119
9922,2508,2207,2,02,119
10502,2508,2206,1,02,119
10882,2508,2249,2,02,119
15722,0126,3060,1,03,119
15972,0250,3325,2,04,119
21175,0116,3228,1,02,119
21465,2046,3234,2,01,119
0,0111,2034,3,01,119
1037,0111,2031,1,01,119
416,0111,2033,2,01,119
1781,2804,2029,1,01,119
1432,2804,2030,2,01,119
2393,2804,2438,1,01,119
2128,2804,2028,1,01,119
3468,1560,2039,1,10,119
3268,2610,2039,1,03,119
20775,1903,3105,1,02,119
20277,1903,3002,1,04,119
4624,1319,2037,1,03,119
4105,1560,2038,2,04,119
5614,1319,2264,2,01,119
5014,1319,2265,2,01,119
6778,2204,2247,2,01,119
6354,2204,2188,1,01,119
7560,2204,2190,1,01,119
7236,2204,2189,2,01,119
8802,2508,2209,1,02,119
8020,0219,2215,2,01,119
16792,0232,3087,1,02,119
16502,0232,3088,1,02,119
19853,2507,3001,1,01,119
19388,0239,3001,1,58,119
18563,0205,3026,1,52,119
18036,0818,3084,1,02,119
17670,2121,3084,1,54,119
17152,0306,3086,1,02,119
0,0111,2034,3,01,119
8001,1706,R-10,6,99,119
13515,0219,2209,1,04,119
14275,0219,2215,2,02,119
14560,0219,2190,1,04,119
15060,2204,2189,2,02,119
11493,2508,2249,2,01,119
11893,2508,2206,1,01,119
12473,2508,2207,2,01,119
12853,2508,2208,2,01,119
15541,2204,2247,2,02,119
15980,1319,2188,1,04,119
21693,0111,2033,2,02,119
22099,0111,2034,3,01,119
0,1903,3286,3,06,119
1030,0303,3237,2,02,119
720,1511,3125,2,02,119
2261,2046,3234,2,02,119
1530,0303,3286,1,02,119
3526,0819,3480,1,51,119
2533,2046,3234,1,54,119
4766,0818,3084,1,51,119
4476,0818,3026,1,53,119
21092,0111,2031,1,02,119
20609,2804,2030,2,02,119
5364,2121,3086,1,53,119
4978,2121,3084,1,53,119
6023,0232,3087,1,01,119
5603,0306,3086,1,01,119
6883,0126,3325,2,02,119
6316,0232,3088,1,01,119
7853,0149,3324,2,02,119
7163,0149,3060,1,04,119
9533,0149,3308,2,02,119
8513,0149,3323,2,02,119
17249,1319,2265,2,02,119
16660,1319,2264,2,02,119
20414,2804,2029,1,02,119
19955,2804,2028,1,02,119
19700,2804,2438,1,02,119
18895,2610,2039,1,04,119
18189,1560,2038,2,03,119
17699,1560,2037,1,05,119
13515,0219,2209,1,04,119
14275,0219,2215,2,02,119
14560,0219,2190,1,04,119
15060,2204,2189,2,02,119
11493,2508,2249,2,01,119
11893,2508,2206,1,01,119
12473,2508,2207,2,01,119
12853,2508,2208,2,01,119
15541,2204,2247,2,02,119
15980,1319,2188,1,04,119
21693,0111,2033,2,02,119
22099,0111,2034,3,01,119
0,1903,3286,3,06,119
1030,0303,3237,2,02,119
720,1511,3125,2,02,119
2261,2046,3234,2,02,119
1530,0303,3286,1,02,119
3526,0819,3480,1,51,119
2533,2046,3234,1,54,119
4766,0818,3084,1,51,119
4476,0818,3026,1,53,119
21092,0111,2031,1,02,119
20609,2804,2030,2,02,119
5364,2121,3086,1,53,119
4978,2121,3084,1,53,119
6023,0232,3087,1,01,119
5603,0306,3086,1,01,119
6883,0126,3325,2,02,119
6316,0232,3088,1,01,119
7853,0149,3324,2,02,119
7163,0149,3060,1,04,119
9533,0149,3308,2,02,119
8513,0149,3323,2,02,119
17249,1319,2265,2,02,119
16660,1319,2264,2,02,119
20414,2804,2029,1,02,119
19955,2804,2028,1,02,119
19700,2804,2438,1,02,119
18895,2610,2039,1,04,119
18189,1560,2038,2,03,119
17699,1560,2037,1,05,119
0,1903,3286,3,06,119
9689,1928,R-10,6,98,119
0,1903,3286,3,06,119
2822,2513,R-07,6,99,119
0,2002,R-13,6,00,118
3887,0504,7059,3,02,118
0,2507,7006,3,09,118
5169,2513,R-07,6,99,118
0,2513,R-07,6,00,118
4952,2507,7006,3,14,118
0,0504,7059,3,02,118
5870,2002,R-13,6,99,118
4477,1811,7035,1,02,118
3907,0107,7040,1,01,118
4952,1811,7011,1,01,118
4772,1811,7011,1,04,118
5272,2507,7006,4,09,118
0,0504,7059,3,02,118
683,0504,7060,2,01,118
251,2505,7058,2,01,118
1307,0504,7062,1,01,118
935,0504,7061,1,01,118
2073,2016,7064,1,01,118
1716,0504,7063,1,01,118
3093,1207,7069,1,04,118
2548,1302,7065,1,02,118
4477,1811,7035,1,02,118
3907,0107,7040,1,01,118
4952,1811,7011,1,01,118
4772,1811,7011,1,04,118
5835,2507,7006,3,14,118
5272,2507,7006,1,09,118
0,0504,7059,3,02,118
683,0504,7060,2,01,118
251,2505,7058,2,01,118
1307,0504,7062,1,01,118
935,0504,7061,1,01,118
2073,2016,7064,1,01,118
1716,0504,7063,1,01,118
3093,1207,7069,1,04,118
2548,1302,7065,1,02,118
4070,2955,7079,1,04,118
3860,2209,7079,1,05,118
4892,0504,7060,2,02,118
4540,0504,7061,1,02,118
5150,0504,7059,3,02,118
0,2507,7006,3,14,118
642,1811,7035,1,01,118
457,2507,7011,1,08,118
1620,0011,7040,1,02,118
995,1811,7038,1,03,118
2789,1302,7065,1,01,118
2489,1302,7066,1,01,118
3425,2016,7063,1,02,118
3255,2016,7064,1,02,118
0,2132,1182,3,04,204
8439,2002,R-13,6,99,204
0,2002,R-13,6,00,204
8041,2132,1182,3,04,204
8912,1214,1085,4,13,204
9246,0235,1085,5,15,204
7416,0215,1167,2,01,204
7946,1254,1166,2,01,204
8214,1401,1260,2,03,204
8526,1401,1150,1,01,204
0,2132,1182,3,04,204
682,1317,1255,2,02,204
350,1317,1182,1,02,204
1082,1317,1202,2,02,204
892,1317,1463,1,02,204
2072,0216,1182,1,03,204
1642,0216,1203,2,02,204
2979,0216,1326,1,02,204
2467,0216,1183,2,03,204
3866,2959,1287,2,01,204
3354,1700,1561,2,01,204
4796,1117,1355,2,01,204
4376,1117,1286,2,03,204
5596,1117,1353,2,01,204
5346,1117,1354,2,01,204
6176,0215,1170,2,01,204
5926,0215,1171,2,01,204
7076,0215,1168,2,01,204
6566,0215,1169,2,01,204
0,2002,R-13,6,00,204
5597,1214,1085,3,13,204
8912,1214,1085,3,13,204
7416,0215,1167,2,01,204
7946,1254,1166,2,01,204
8214,1401,1260,2,03,204
8526,1401,1150,1,01,204
0,2132,1182,3,04,204
682,1317,1255,2,02,204
350,1317,1182,1,02,204
1082,1317,1202,2,02,204
892,1317,1463,1,02,204
2072,0216,1182,1,03,204
1642,0216,1203,2,02,204
2979,0216,1326,1,02,204
2467,0216,1183,2,03,204
3866,2959,1287,2,01,204
3354,1700,1561,2,01,204
4796,1117,1355,2,01,204
4376,1117,1286,2,03,204
5596,1117,1353,2,01,204
5346,1117,1354,2,01,204
6176,0215,1170,2,01,204
5926,0215,1171,2,01,204
7076,0215,1168,2,01,204
6566,0215,1169,2,01,204
0,1214,1085,3,13,204
5087,2002,R-13,6,99,204
9162,2132,1182,3,04,204
7884,0216,1203,2,01,204
8404,1317,1202,2,01,204
8644,1317,1463,1,01,204
8824,1317,1255,2,01,204
0,1214,1085,3,13,204
687,1401,1150,1,02,204
417,1401,1085,1,10,204
1186,1401,1166,2,02,204
977,1401,1165,1,02,204
2286,0215,1168,2,02,204
1906,0215,1167,2,02,204
3166,0215,1170,2,02,204
2746,0215,1169,2,02,204
3986,1117,1354,2,02,204
3706,1117,1353,2,02,204
4946,2959,1286,2,02,204
4456,1117,1355,2,02,204
5526,2959,1287,2,02,204
5276,2959,1496,2,02,204
6352,0216,1326,1,03,204
6177,0216,1326,1,01,204
7153,0812,1182,1,01,204
6863,0216,1183,2,01,204
9020,1757,1749,2,04,L36
7696,1909,1768,2,02,L36
10713,2087,1389,2,03,L36
9728,1336,1957,2,01,L36
11495,0846,1700,1,02,L36
11088,0846,1748,2,02,L36
13393,1553,1397,2,02,L36
12451,2087,1389,2,04,L36
14050,2045,1962,3,01,L36
13714,1337,1961,2,01,L36
0,1210,1747,3,01,L36
1611,1857,1772,2,01,L36
1049,2544,1675,2,01,L36
2924,0936,1771,2,02,L36
1889,0827,1671,2,02,L36
5197,0936,1676,2,02,L36
4469,0936,1770,2,02,L36
6504,2564,1745,2,02,L36
5706,0936,1769,2,02,L36
0,0821,1775,7,01,L36
6169,1210,1747,7,01,L36
7986,1909,1948,2,02,L36
7207,1909,1768,2,01,L36
8904,0275,1695,2,02,L36
8443,2564,1745,2,01,L36
9805,0936,1676,2,01,L36
9243,0936,1769,2,01,L36
11738,0936,1771,2,01,L36
10793,0936,1770,2,01,L36
13872,2544,1675,2,02,L36
13078,0827,1772,2,02,L36
14848,1210,1747,3,01,L36
0,2045,1962,3,01,L36
1972,0706,1388,2,02,L36
810,1321,1756,2,02,L36
3422,0846,1700,1,04,L36
2648,0130,1389,2,01,L36
4286,0130,1389,2,02,L36
3782,0846,1748,2,01,L36
6047,1757,1749,2,03,L36
5058,1336,1957,2,01,L36
0,1210,1747,7,01,L36
5963,0821,1775,7,01,L36
7986,1909,1948,2,02,L36
7207,1909,1768,2,01,L36
8904,0275,1695,2,02,L36
8443,2564,1745,2,01,L36
9805,0936,1676,2,01,L36
9243,0936,1769,2,01,L36
11738,0936,1771,2,01,L36
10793,0936,1770,2,01,L36
13872,2544,1675,2,02,L36
13078,0827,1772,2,02,L36
14848,1210,1747,3,01,L36
0,2045,1962,3,01,L36
1972,0706,1388,2,02,L36
810,1321,1756,2,02,L36
3422,0846,1700,1,04,L36
2648,0130,1389,2,01,L36
4286,0130,1389,2,02,L36
3782,0846,1748,2,01,L36
6047,1757,1749,2,03,L36
5058,1336,1957,2,01,L36
7934,2058,6135,2,02,L18
7509,2058,6120,1,04,L18
9604,0131,6139,3,01,L18
8409,2058,6146,2,02,L18
0,1925,6115,3,02,L18
1760,2031,6200,2,02,L18
960,2031,6147,2,02,L18
4802,2031,6815,2,02,L18
3106,2926,6814,2,02,L18
5808,1540,6123,2,02,L18
5198,2031,6816,2,02,L18
6999,1540,6121,1,02,L18
6558,1540,6122,1,02,L18
7185,2031,6148,2,01,L18
6455,2926,6814,2,01,L18
8505,2031,6147,2,01,L18
7725,2031,6200,2,01,L18
9874,1925,6115,3,02,L18
9305,1925,6115,1,01,L18
0,0131,6139,3,01,L18
1775,2058,6135,2,01,L18
1390,2058,6146,2,01,L18
2536,1540,6121,1,01,L18
2235,1540,6120,1,01,L18
3850,2031,6123,2,03,L18
3106,1540,6122,1,01,L18
4741,2031,6815,2,01,L18
4384,2031,6816,2,01,L18
7185,2031,6148,2,01,L18
6455,2926,6814,2,01,L18
8505,2031,6147,2,01,L18
7725,2031,6200,2,01,L18
9874,1925,6115,3,02,L18
9305,1925,6115,1,01,L18
0,0131,6139,3,01,L18
1775,2058,6135,2,01,L18
1390,2058,6146,2,01,L18
2536,1540,6121,1,01,L18
2235,1540,6120,1,01,L18
3850,2031,6123,2,03,L18
3106,1540,6122,1,01,L18
4741,2031,6815,2,01,L18
4384,2031,6816,2,01,L18
7934,2058,6135,2,02,L18
7509,2058,6120,1,04,L18
9604,0131,6139,3,01,L18
8409,2058,6146,2,02,L18
0,1925,6115,3,02,L18
1760,2031,6200,2,02,L18
960,2031,6147,2,02,L18
4802,2031,6815,2,02,L18
3106,2926,6814,2,02,L18
5808,1540,6123,2,02,L18
5198,2031,6816,2,02,L18
6999,1540,6121,1,02,L18
6558,1540,6122,1,02,L18
14156,0125,3040,1,02,251
14622,0125,3309,2,02,251
15008,0125,3039,1,04,251
15685,0125,3038,2,02,251
12079,0125,3044,1,02,251
12691,0125,3043,1,02,251
13061,0125,3042,1,52,251
13734,0125,3041,1,02,251
16181,0125,3037,2,02,251
16711,1801,3009,4,02,251
0,2560,3355,7,71,251
1445,1539,3186,1,02,251
185,0115,3185,5,02,251
2452,0243,3187,1,04,251
2042,1539,3192,2,02,251
3372,0243,3469,2,02,251
3112,0243,3285,1,02,251
4505,2526,3188,1,02,251
3762,2526,3193,1,02,251
5348,2526,3314,2,02,251
4775,2526,3304,2,02,251
6548,1824,3051,2,04,251
5656,2526,3441,2,02,251
7498,1824,3049,2,02,251
6948,1824,3050,2,04,251
9795,1824,3047,2,02,251
8068,1824,3048,2,02,251
11305,1824,3045,2,02,251
10455,1824,3046,2,02,251
0,1801,3009,4,02,251
2980,2513,R-07,6,99,251
14156,0125,3040,1,02,251
14622,0125,3309,2,02,251
15008,0125,3039,1,04,251
15685,0125,3038,2,02,251
12079,0125,3044,1,02,251
12691,0125,3043,1,02,251
13061,0125,3042,1,52,251
13734,0125,3041,1,02,251
16181,0125,3037,2,02,251
16614,0125,3009,3,14,251
0,2560,3355,7,71,251
1445,1539,3186,1,02,251
185,0115,3185,5,02,251
2452,0243,3187,1,04,251
2042,1539,3192,2,02,251
3372,0243,3469,2,02,251
3112,0243,3285,1,02,251
4505,2526,3188,1,02,251
3762,2526,3193,1,02,251
5348,2526,3314,2,02,251
4775,2526,3304,2,02,251
6548,1824,3051,2,04,251
5656,2526,3441,2,02,251
7498,1824,3049,2,02,251
6948,1824,3050,2,04,251
9795,1824,3047,2,02,251
8068,1824,3048,2,02,251
11305,1824,3045,2,02,251
10455,1824,3046,2,02,251
13503,0243,3285,1,01,251
14103,0243,3187,1,03,251
14523,1539,3192,2,01,251
14953,1539,3186,1,01,251
11327,2526,3314,2,01,251
11766,2526,3304,2,01,251
12087,2526,3188,1,01,251
12953,2526,3193,1,01,251
16264,0115,3185,4,01,251
16513,2560,3355,7,71,251
0,0125,3009,3,14,251
919,0125,3038,2,01,251
467,0125,3037,2,01,251
1626,0125,3039,1,03,251
1345,0125,3443,2,01,251
2411,0125,3040,1,01,251
1934,0125,3309,2,01,251
3382,0125,3042,1,01,251
2809,0125,3041,1,01,251
4511,1824,3044,1,01,251
3877,0125,3043,1,01,251
6189,1824,3046,2,01,251
5259,1824,3045,2,01,251
8419,1824,3048,2,01,251
6579,1824,3047,2,51,251
9379,1824,3050,2,03,251
9069,1824,3049,2,01,251
10983,2526,3441,2,01,251
9719,1824,3051,2,03,251
0,2513,R-07,6,00,251
2848,0125,3009,3,14,251
0,1221,R-11,6,00,207
4146,1943,4216,3,03,207
0,1919,4130,3,02,207
5356,1221,R-11,6,99,207
0,1943,4216,3,03,207
3219,1221,R-11,6,99,207
0,1221,R-11,6,00,207
5372,1919,4130,3,02,207
11042,1919,4134,2,01,207
11632,1919,4130,3,02,207
8902,2023,4308,2,02,207
9315,2023,4099,2,04,207
9956,1919,4217,1,22,207
10367,1919,4209,2,01,207
0,1943,4216,3,03,207
1210,1942,4129,2,01,207
675,1942,4216,2,07,207
2080,1941,4355,1,01,207
1710,1941,4305,2,01,207
3010,1940,4127,2,01,207
2583,1940,4128,1,01,207
4197,0230,4096,1,01,207
3750,1246,4217,1,05,207
5185,0515,4095,1,01,207
4675,1845,4123,1,01,207
5905,1902,4094,1,02,207
5505,0515,4125,1,01,207
6752,2114,4258,2,04,207
6342,1889,4283,1,02,207
7592,0101,4131,2,02,207
7082,2114,4336,1,02,207
8569,2023,4309,2,02,207
7972,0255,4243,2,02,207
10844,1942,4129,2,02,207
11231,1942,4216,2,08,207
11514,2213,4216,1,02,207
11934,1943,4216,3,03,207
9038,1940,4127,2,02,207
9495,1941,4128,1,04,207
10074,1941,4355,1,02,207
10374,1941,4305,2,02,207
0,1919,4130,3,02,207
1191,1919,4209,2,02,207
570,1919,4134,2,02,207
2018,1246,4100,1,01,207
1721,1919,4217,1,23,207
2918,2023,4308,2,01,207
2638,2023,4099,2,03,207
4420,2828,4131,2,04,207
3200,2023,4309,2,01,207
5030,2114,4336,1,01,207
4720,2114,4284,1,01,207
5720,1902,4283,1,03,207
5530,1889,4283,1,01,207
6580,0515,4125,1,02,207
6200,0515,4094,1,04,207
7325,1845,4123,1,02,207
6919,0515,4095,1,02,207
8110,0230,4217,1,04,207
7642,2976,4096,1,02,207
6297,0116,1765,2,02,L37
5748,0116,1782,2,02,L37
8706,2966,1762,2,02,L37
7440,2966,1744,2,01,L37
10803,2966,1761,2,02,L37
9906,2966,1787,2,02,L37
12786,1579,1759,2,02,L37
11606,1579,1760,2,02,L37
15492,1869,1735,2,02,L37
13633,0910,1758,2,02,L37
15728,0540,1732,2,01,L37
0,0846,1700,3,02,L37
829,2087,1389,2,04,L37
385,0846,1748,2,01,L37
2277,2501,1395,1,02,L37
1560,1333,1960,2,01,L37
3238,2501,1746,2,02,L37
2760,2501,1767,2,02,L37
3924,0116,1393,2,04,L37
3645,2501,1393,2,02,L37
16079,0540,1400,3,04,L37
21924,0540,1400,3,04,L37
18631,1579,1759,2,02,L37
19478,0910,1758,2,02,L37
21337,1869,1735,2,02,L37
21573,0540,1732,2,01,L37
0,0846,1700,3,02,L37
829,2087,1389,2,04,L37
385,0846,1748,2,01,L37
2277,2501,1395,1,02,L37
1560,1333,1960,2,01,L37
3238,2501,1746,2,02,L37
2760,2501,1767,2,02,L37
3924,0116,1393,2,04,L37
3645,2501,1393,2,02,L37
6297,0116,1765,2,02,L37
5748,0116,1782,2,02,L37
9188,3522,1764,2,01,L37
7542,1513,1744,2,03,L37
13285,2966,1744,2,01,L37
12288,2586,1763,2,01,L37
15751,2966,1787,2,02,L37
14551,2966,1762,2,02,L37
17451,1579,1760,2,02,L37
16648,2966,1761,2,02,L37
10814,0924,1766,2,01,L37
8761,0116,1782,2,01,L37
11844,2501,1767,2,01,L37
11280,1947,1746,2,01,L37
12982,2501,1964,2,01,L37
12664,1321,1743,1,01,L37
14327,0846,1748,2,02,L37
13952,2087,1389,2,03,L37
14734,0846,1700,3,02,L37
0,0540,1400,3,04,L37
1872,1579,1759,2,01,L37
948,0910,1758,2,01,L37
3402,1579,1761,2,01,L37
2952,1579,1760,2,01,L37
5852,2966,1762,2,01,L37
4622,2966,1787,2,01,L37
8312,0116,1765,2,01,L37
7163,2563,1744,2,02,L37
12763,2563,1744,2,02,L37
11159,3522,1764,2,01,L37
14361,0116,1782,2,01,L37
13912,0116,1765,2,01,L37
16880,1947,1746,2,01,L37
16414,0924,1766,2,01,L37
18264,1321,1743,1,01,L37
17444,2501,1767,2,01,L37
19552,2087,1389,2,03,L37
18582,2501,1964,2,01,L37
19927,0846,1748,2,02,L37
0,0540,1400,3,04,L37
1872,1579,1759,2,01,L37
948,0910,1758,2,01,L37
3402,1579,1761,2,01,L37
2952,1579,1760,2,01,L37
5852,2966,1762,2,01,L37
4622,2966,1787,2,01,L37
9513,1513,1744,2,03,L37
8492,2586,1763,2,01,L37
20334,0846,1700,3,02,L37
4292,0812,1180,1,01,256
4094,0812,1557,1,01,256
5417,0812,1179,1,01,256
4602,0812,1280,1,01,256
6207,2104,1319,2,01,256
5637,0812,1179,1,03,256
6851,1214,1146,3,03,256
0,2634,1470,3,02,256
1875,1317,1202,2,01,256
1355,0216,1203,2,01,256
2295,1317,1255,2,01,256
2115,1317,1463,1,01,256
3167,0812,1525,1,01,256
2811,0812,1182,1,01,256
3892,0812,1524,2,01,256
3535,0812,1181,1,01,256
4037,1317,1182,1,02,256
3737,0812,1525,1,02,256
4579,1317,1463,1,02,256
4369,1317,1255,2,02,256
5329,0216,1203,2,02,256
4769,1317,1202,2,02,256
6136,2634,1470,3,02,256
5759,0216,1182,1,03,256
0,1214,1146,3,03,256
810,0812,1319,2,02,256
450,1520,1149,2,02,256
1595,0812,1179,1,02,256
1360,0812,1179,1,04,256
2703,0812,1557,1,02,256
2405,0812,1280,1,02,256
3382,0812,1181,1,02,256
3013,0812,1524,2,02,256
10185,1118,1437,2,02,L40
10708,1118,1436,2,02,L40
11353,1118,1435,2,02,L40
11833,2094,1702,4,02,L40
0,3522,1544,3,01,L40
747,0279,1542,2,01,L40
337,0279,1543,2,02,L40
1822,0137,1238,1,02,L40
1305,0279,1541,2,01,L40
2777,2052,1538,2,02,L40
2227,2052,1249,2,03,L40
4186,1724,1536,2,02,L40
3268,1724,1537,2,81,L40
5229,0850,1534,2,01,L40
4493,0850,1535,2,02,L40
5970,2993,1240,2,05,L40
5733,0850,1533,2,01,L40
6774,0137,1246,2,02,L40
6194,0137,1240,2,02,L40
8364,0137,1407,2,02,L40
7874,0137,1241,2,02,L40
8979,0137,1540,2,02,L40
8684,0137,1242,2,02,L40
12195,2094,1779,2,02,L40
12664,0231,1733,2,02,L40
13786,1967,1708,2,02,L40
14837,1967,1709,2,02,L40
10185,1118,1437,2,02,L40
10708,1118,1436,2,02,L40
11353,1118,1435,2,02,L40
11833,2094,1702,2,02,L40
16088,1635,1713,2,02,L40
16568,2842,1705,2,02,L40
24400,1321,1743,3,01,L40
0,3522,1544,3,01,L40
747,0279,1542,2,01,L40
337,0279,1543,2,02,L40
1822,0137,1238,1,02,L40
1305,0279,1541,2,01,L40
2777,2052,1538,2,02,L40
2227,2052,1249,2,03,L40
4186,1724,1536,2,02,L40
3268,1724,1537,2,81,L40
23580,2501,1767,2,01,L40
22701,2501,1393,2,01,L40
5229,0850,1534,2,01,L40
4493,0850,1535,2,02,L40
5970,2993,1240,2,05,L40
5733,0850,1533,2,01,L40
6774,0137,1246,2,02,L40
6194,0137,1240,2,02,L40
8364,0137,1407,2,02,L40
7874,0137,1241,2,02,L40
8979,0137,1540,2,02,L40
8684,0137,1242,2,02,L40
17869,2577,1490,2,02,L40
17070,1944,1714,2,02,L40
