odleglosc,ulica_id,nr_zespolu,typ,nr_przystanku,line
9402,0101,4001,1,08,9
9577,2202,4001,1,14,9
10067,2202,5040,1,06,9
10467,2202,5037,1,06,9
0,0802,2014,4,05,9
470,0802,2013,1,03,9
76,0802,2014,5,07,9
1223,0802,2011,1,03,9
852,0802,2012,1,03,9
2048,0802,2009,1,01,9
1725,0802,2010,1,03,9
2959,0151,2134,1,03,9
2677,0151,2008,1,07,9
4118,0151,2132,1,03,9
3549,0151,2133,1,03,9
5030,0117,2131,1,05,9
4658,0151,2251,1,01,9
7083,0101,7041,1,06,9
6010,1536,7003,1,04,9
7753,0101,7013,1,10,9
7425,0101,7033,1,06,9
8915,0101,4052,1,04,9
8459,0101,7002,1,08,9
9682,1205,3237,1,03,9
9991,1205,3238,1,03,9
10331,1205,3239,1,03,9
11206,2513,3240,4,10,9
7970,0116,7094,1,03,9
8515,0116,3228,1,03,9
8909,1903,3118,1,01,9
9310,0303,3286,1,03,9
11252,2513,R-03,6,99,9
0,0112,4015,4,01,9
516,0112,4014,1,03,9
161,0112,4015,5,04,9
1499,0112,4012,1,03,9
1072,0112,4013,1,01,9
2306,0112,4010,1,03,9
1921,0112,4011,1,03,9
3512,0801,4007,1,03,9
2888,0112,4008,1,03,9
4300,0801,4137,1,01,9
3914,0801,4006,1,03,9
5010,0801,4004,1,03,9
4726,0801,4005,1,03,9
5662,0005,4003,1,09,9
5227,0801,4121,1,03,9
6685,0701,4153,1,01,9
5990,0701,4028,1,03,9
7622,0116,7093,1,03,9
7146,1602,7090,1,05,9
10834,0117,2131,1,07,9
11014,0127,2131,1,08,9
12071,2201,2001,1,05,9
12421,1203,1001,1,06,9
7964,0101,7013,1,09,9
8307,0101,7033,1,05,9
8612,0101,7041,1,05,9
9858,1536,7003,1,03,9
12992,1203,1028,1,02,9
13491,0124,1029,1,02,9
0,0112,4015,4,01,9
516,0112,4014,1,03,9
161,0112,4015,5,04,9
1499,0112,4012,1,03,9
1072,0112,4013,1,01,9
2306,0112,4010,1,03,9
1921,0112,4011,1,03,9
3512,0801,4007,1,03,9
2888,0112,4008,1,03,9
4300,0801,4137,1,01,9
3914,0801,4006,1,03,9
5010,0801,4004,1,03,9
4726,0801,4005,1,03,9
5577,0005,4003,1,07,9
5227,0801,4121,1,03,9
6469,0101,4001,1,05,9
6061,0801,4002,1,01,9
7435,0101,7002,1,07,9
6808,0101,4052,1,03,9
13761,1202,R-02,6,99,9
13689,1202,1030,4,02,9
10735,0701,4028,1,03,9
11430,0701,4153,1,01,9
11891,1602,7090,1,05,9
12367,0116,7093,1,03,9
9395,0101,4001,1,06,9
9725,0801,4002,1,02,9
10210,0005,4003,1,13,9
10418,0005,4003,1,11,9
12715,0116,7094,1,03,9
13260,0116,3228,1,03,9
0,0802,2014,5,05,9
470,0802,2013,1,03,9
76,0802,2014,1,07,9
1223,0802,2011,1,03,9
852,0802,2012,1,03,9
2048,0802,2009,1,01,9
1725,0802,2010,1,03,9
2959,0151,2134,1,03,9
2677,0151,2008,1,07,9
4118,0151,2132,1,03,9
3549,0151,2133,1,03,9
5030,0117,2131,1,05,9
4658,0151,2251,1,01,9
7083,0101,7041,1,06,9
6010,1536,7003,1,04,9
7753,0101,7013,1,10,9
7425,0101,7033,1,06,9
8915,0101,4052,1,04,9
8459,0101,7002,1,08,9
14055,0303,3286,1,03,9
13654,1903,3118,1,01,9
15997,2513,R-03,6,99,9
15951,2513,3240,4,10,9
15076,1205,3239,1,03,9
14736,1205,3238,1,03,9
14427,1205,3237,1,03,9
10760,0801,4004,1,04,9
11165,0801,4005,1,04,9
11490,0801,4137,1,02,9
11850,0801,4006,1,04,9
9395,0101,4001,1,06,9
9725,0801,4002,1,02,9
10208,0005,4003,1,08,9
10505,0801,4121,1,04,9
12251,0801,4007,1,04,9
12978,0112,4008,1,04,9
0,0802,2014,5,05,9
470,0802,2013,1,03,9
76,0802,2014,1,07,9
1223,0802,2011,1,03,9
852,0802,2012,1,03,9
2048,0802,2009,1,01,9
1725,0802,2010,1,03,9
2959,0151,2134,1,03,9
2677,0151,2008,1,07,9
4118,0151,2132,1,03,9
3549,0151,2133,1,03,9
5030,0117,2131,1,05,9
4658,0151,2251,1,01,9
7083,0101,7041,1,06,9
6010,1536,7003,1,04,9
7753,0101,7013,1,10,9
7425,0101,7033,1,06,9
8915,0101,4052,1,04,9
8459,0101,7002,1,08,9
13802,0112,4011,1,04,9
13443,0112,4010,1,04,9
15702,0112,4015,4,01,9
15245,0112,4014,1,04,9
14718,0112,4013,1,02,9
14366,0112,4012,1,04,9
11109,0117,2131,1,06,9
11489,0151,2251,1,02,9
11984,0151,2132,1,04,9
12649,0151,2133,1,04,9
8239,0101,7013,1,09,9
8582,0101,7033,1,05,9
8887,0101,7041,1,05,9
10133,1536,7003,1,03,9
13097,0151,2134,1,04,9
13551,0007,2008,3,11,9
0,2513,R-03,6,00,9
833,1205,3239,1,04,9
245,1205,3240,5,04,9
1643,1205,3237,1,04,9
1228,1205,3238,1,04,9
2383,1903,3118,1,02,9
2016,0303,3286,1,04,9
3275,0116,7094,1,04,9
2859,0116,3228,1,04,9
4061,0116,7090,1,04,9
3708,0116,7093,1,04,9
5179,0701,4028,1,04,9
4630,0701,4153,1,02,9
5895,0005,4003,1,14,9
5688,0005,4003,1,13,9
6744,0101,4001,1,05,9
6336,0801,4002,1,01,9
7710,0101,7002,1,07,9
7083,0101,4052,1,03,9
11064,0112,4010,1,04,9
11423,0112,4011,1,04,9
11987,0112,4012,1,04,9
12339,0112,4013,1,02,9
9111,0801,4137,1,02,9
9471,0801,4006,1,04,9
9872,0801,4007,1,04,9
10599,0112,4008,1,04,9
12866,0112,4014,1,04,9
13323,0112,4015,4,01,9
0,0007,2008,3,11,9
580,0151,2134,1,03,9
298,0151,2008,1,07,9
1739,0151,2132,1,03,9
1170,0151,2133,1,03,9
2651,0117,2131,1,05,9
2279,0151,2251,1,01,9
4704,0101,7041,1,06,9
3631,1536,7003,1,04,9
5374,0101,7013,1,10,9
5046,0101,7033,1,06,9
6536,0101,4052,1,04,9
6080,0101,7002,1,08,9
7346,0801,4002,1,02,9
7016,0101,4001,1,06,9
8126,0801,4121,1,04,9
7829,0005,4003,1,08,9
8786,0801,4005,1,04,9
8381,0801,4004,1,04,9
3904,0802,2008,1,04,9
3675,0802,2007,1,02,9
4714,0802,2010,1,04,9
4494,0802,2009,1,02,9
5623,0802,2012,1,04,9
5215,0802,2011,1,04,9
6551,0802,2014,4,06,9
6186,0802,2013,1,04,9
6727,0802,2014,5,05,9
0,1202,R-02,6,00,9
1187,2201,1001,1,03,9
464,1203,1028,5,01,9
1837,0802,2002,1,04,9
1519,2601,2001,1,06,9
2607,0802,2004,1,04,9
2180,0802,2003,1,04,9
3399,0802,2006,1,04,9
2926,0802,2005,1,04,9
11400,0112,4011,1,04,9
11964,0112,4012,1,04,9
12316,0112,4013,1,02,9
12843,0112,4014,1,04,9
9448,0801,4006,1,04,9
9849,0801,4007,1,04,9
10576,0112,4008,1,04,9
11041,0112,4010,1,04,9
13300,0112,4015,4,01,9
0,1202,R-02,6,00,9
1187,2201,1001,1,03,9
464,1203,1028,5,01,9
2452,0127,2131,1,09,9
1556,0127,2001,1,07,9
3608,1536,7003,1,04,9
2628,0117,2131,1,05,9
5023,0101,7033,1,06,9
4681,0101,7041,1,06,9
6057,0101,7002,1,08,9
5351,0101,7013,1,10,9
6993,0101,4001,1,06,9
6513,0101,4052,1,04,9
7806,0005,4003,1,08,9
7323,0801,4002,1,02,9
8358,0801,4004,1,04,9
8103,0801,4121,1,04,9
9088,0801,4137,1,02,9
8763,0801,4005,1,04,9
11221,0802,2013,1,04,9
11586,0802,2014,4,06,9
11762,0802,2014,5,05,9
9529,0802,2009,1,02,9
9749,0802,2010,1,04,9
10250,0802,2011,1,04,9
10658,0802,2012,1,04,9
0,1501,R-01,6,00,9
702,1703,5003,1,07,9
182,0123,5004,5,03,9
1342,2202,5040,1,05,9
1009,2202,5037,1,05,9
2196,0101,4001,1,05,9
2005,2202,4001,1,13,9
3162,0101,7002,1,07,9
2535,0101,4052,1,03,9
4034,0101,7033,1,05,9
3691,0101,7013,1,09,9
5585,1536,7003,1,03,9
4339,0101,7041,1,05,9
6941,0151,2251,1,02,9
6561,0117,2131,1,06,9
8101,0151,2133,1,04,9
7436,0151,2132,1,04,9
9000,0007,2008,1,06,9
8549,0151,2134,1,04,9
4940,0007,2008,3,11,9
0,1202,R-02,6,00,9
1187,2201,1001,1,03,9
464,1203,1028,5,01,9
2452,0127,2131,1,09,9
1556,0127,2001,1,07,9
3373,0151,2132,1,04,9
2878,0151,2251,1,02,9
4486,0151,2134,1,04,9
4038,0151,2133,1,04,9
3504,0802,2005,1,03,9
3139,0802,2006,1,03,9
4274,0802,2003,1,03,9
3925,0802,2004,1,03,9
5152,2201,2001,1,05,9
4701,0802,2002,1,03,9
6073,1203,1028,1,02,9
5502,1203,1001,1,06,9
6770,1202,1030,4,02,9
6572,0124,1029,1,02,9
6842,1202,R-02,6,99,9
0,0802,2014,5,05,9
470,0802,2013,1,03,9
76,0802,2014,1,07,9
1223,0802,2011,1,03,9
852,0802,2012,1,03,9
2048,0802,2009,1,01,9
1725,0802,2010,1,03,9
2864,0802,2007,1,01,9
2635,0802,2008,1,05,9
10834,0117,2131,1,06,9
11214,0151,2251,1,02,9
11709,0151,2132,1,04,9
12374,0151,2133,1,04,9
7964,0101,7013,1,09,9
8307,0101,7033,1,05,9
8612,0101,7041,1,05,9
9858,1536,7003,1,03,9
12822,0151,2134,1,04,9
13273,0007,2008,1,06,9
0,0112,4015,4,01,9
516,0112,4014,1,03,9
161,0112,4015,5,04,9
1499,0112,4012,1,03,9
1072,0112,4013,1,01,9
2306,0112,4010,1,03,9
1921,0112,4011,1,03,9
3512,0801,4007,1,03,9
2888,0112,4008,1,03,9
4300,0801,4137,1,01,9
3914,0801,4006,1,03,9
5010,0801,4004,1,03,9
4726,0801,4005,1,03,9
5577,0005,4003,1,07,9
5227,0801,4121,1,03,9
6469,0101,4001,1,05,9
6061,0801,4002,1,01,9
7435,0101,7002,1,07,9
6808,0101,4052,1,03,9
14022,0802,2010,1,04,9
13802,0802,2009,1,02,9
16035,0802,2014,5,05,9
15859,0802,2014,4,06,9
15494,0802,2013,1,04,9
14931,0802,2012,1,04,9
14523,0802,2011,1,04,9
3807,0801,4005,1,04,9
3402,0801,4004,1,04,9
4492,0801,4006,1,04,9
4132,0801,4137,1,02,9
5620,0112,4008,1,04,9
4893,0801,4007,1,04,9
6444,0112,4011,1,04,9
6085,0112,4010,1,04,9
7360,0112,4013,1,02,9
7008,0112,4012,1,04,9
7887,0112,4014,1,04,9
0,1501,R-01,6,00,9
702,1703,5003,1,07,9
182,0123,5004,5,03,9
1342,2202,5040,1,05,9
1009,2202,5037,1,05,9
2367,0801,4002,1,02,9
2005,2202,4001,1,13,9
3147,0801,4121,1,04,9
2850,0005,4003,1,08,9
8344,0112,4015,4,01,9
7939,0123,5003,1,04,9
8337,0123,5004,1,04,9
8971,2006,5038,4,03,9
9054,2006,R-01,6,99,9
0,0112,4015,4,01,9
516,0112,4014,1,03,9
161,0112,4015,5,04,9
1499,0112,4012,1,03,9
1072,0112,4013,1,01,9
2306,0112,4010,1,03,9
1921,0112,4011,1,03,9
3512,0801,4007,1,03,9
2888,0112,4008,1,03,9
4300,0801,4137,1,01,9
3914,0801,4006,1,03,9
5010,0801,4004,1,03,9
4726,0801,4005,1,03,9
5577,0005,4003,1,07,9
5227,0801,4121,1,03,9
6502,2202,4001,1,14,9
6061,0801,4002,1,01,9
7392,2202,5037,1,06,9
6992,2202,5040,1,06,9
10834,0117,2131,1,06,9
11214,0151,2251,1,02,9
11709,0151,2132,1,04,9
12374,0151,2133,1,04,9
7964,0101,7013,1,09,9
8307,0101,7033,1,05,9
8612,0101,7041,1,05,9
9858,1536,7003,1,03,9
12822,0151,2134,1,04,9
13276,0007,2008,3,11,9
0,0112,4015,4,01,9
516,0112,4014,1,03,9
161,0112,4015,5,04,9
1499,0112,4012,1,03,9
1072,0112,4013,1,01,9
2306,0112,4010,1,03,9
1921,0112,4011,1,03,9
3512,0801,4007,1,03,9
2888,0112,4008,1,03,9
4300,0801,4137,1,01,9
3914,0801,4006,1,03,9
5010,0801,4004,1,03,9
4726,0801,4005,1,03,9
5577,0005,4003,1,07,9
5227,0801,4121,1,03,9
6469,0101,4001,1,05,9
6061,0801,4002,1,01,9
7435,0101,7002,1,07,9
6808,0101,4052,1,03,9
3698,1203,1028,1,02,9
3127,1203,1001,1,06,9
4395,1202,1030,4,02,9
4197,0124,1029,1,02,9
4467,1202,R-02,6,99,9
0,0007,2008,3,11,9
489,0802,2007,1,01,9
260,0802,2008,1,05,9
1129,0802,2005,1,03,9
764,0802,2006,1,03,9
1899,0802,2003,1,03,9
1550,0802,2004,1,03,9
2777,2201,2001,1,05,9
2326,0802,2002,1,03,9
11275,1903,3118,1,01,9
11676,0303,3286,1,03,9
12048,1205,3237,1,03,9
12357,1205,3238,1,03,9
9512,1602,7090,1,05,9
9988,0116,7093,1,03,9
10336,0116,7094,1,03,9
10881,0116,3228,1,03,9
12697,1205,3239,1,03,9
13572,2513,3240,4,10,9
0,0007,2008,3,11,9
580,0151,2134,1,03,9
298,0151,2008,1,07,9
1739,0151,2132,1,03,9
1170,0151,2133,1,03,9
2651,0117,2131,1,05,9
2279,0151,2251,1,01,9
4704,0101,7041,1,06,9
3631,1536,7003,1,04,9
5374,0101,7013,1,10,9
5046,0101,7033,1,06,9
6536,0101,4052,1,04,9
6080,0101,7002,1,08,9
7346,0801,4002,1,02,9
7016,0101,4001,1,06,9
8039,0005,4003,1,11,9
7831,0005,4003,1,13,9
9051,0701,4153,1,01,9
8356,0701,4028,1,03,9
13618,2513,R-03,6,99,9
11109,0117,2131,1,06,9
11489,0151,2251,1,02,9
11984,0151,2132,1,04,9
12649,0151,2133,1,04,9
8239,0101,7013,1,09,9
8582,0101,7033,1,05,9
8887,0101,7041,1,05,9
10133,1536,7003,1,03,9
13097,0151,2134,1,04,9
13548,0007,2008,1,06,9
0,2513,R-03,6,00,9
833,1205,3239,1,04,9
245,1205,3240,5,04,9
1643,1205,3237,1,04,9
1228,1205,3238,1,04,9
2383,1903,3118,1,02,9
2016,0303,3286,1,04,9
3275,0116,7094,1,04,9
2859,0116,3228,1,04,9
4061,0116,7090,1,04,9
3708,0116,7093,1,04,9
5179,0701,4028,1,04,9
4630,0701,4153,1,02,9
5895,0005,4003,1,14,9
5688,0005,4003,1,13,9
6744,0101,4001,1,05,9
6336,0801,4002,1,01,9
7710,0101,7002,1,07,9
7083,0101,4052,1,03,9
14297,0802,2010,1,04,9
14077,0802,2009,1,02,9
16310,0802,2014,5,05,9
16134,0802,2014,4,06,9
15769,0802,2013,1,04,9
15206,0802,2012,1,04,9
14798,0802,2011,1,04,9
9302,0112,4013,1,02,9
9829,0112,4014,1,04,9
10286,0112,4015,4,01,9
7562,0112,4008,1,04,9
8027,0112,4010,1,04,9
8386,0112,4011,1,04,9
8950,0112,4012,1,04,9
0,1501,R-01,6,00,9
502,1702,5068,5,03,9
1,0118,5505,7,51,9
1339,1501,5066,1,01,9
824,1702,5067,1,03,9
2124,0123,5004,1,03,9
1706,1501,5025,1,03,9
2951,2202,5037,1,05,9
2644,1703,5003,1,07,9
3947,2202,4001,1,13,9
3284,2202,5040,1,05,9
4792,0005,4003,1,08,9
4309,0801,4002,1,02,9
5344,0801,4004,1,04,9
5089,0801,4121,1,04,9
6074,0801,4137,1,02,9
5749,0801,4005,1,04,9
6835,0801,4007,1,04,9
6434,0801,4006,1,04,9
12215,2508,2212,2,01,146
13025,2508,2213,2,01,146
13675,2508,2214,2,01,146
14155,2508,2258,2,01,146
9675,2508,2208,2,01,146
10375,2508,2209,1,01,146
11235,2508,2210,2,01,146
11885,2508,2211,2,01,146
14330,2508,2198,1,01,146
14656,2508,2459,2,01,146
18868,0218,2052,3,03,146
0,1309,2120,3,01,146
540,2601,2001,1,09,146
350,2601,2002,2,01,146
1700,2529,1232,2,01,146
1045,2045,1231,1,01,146
3255,0117,2131,1,02,146
2255,2529,2399,2,01,146
4235,0037,2253,1,01,146
3835,0702,2153,1,01,146
18776,0218,2052,1,02,146
18342,0218,2053,2,02,146
4775,1813,2151,1,01,146
4535,1813,2152,1,01,146
6015,2508,2203,2,01,146
5435,2508,2202,2,01,146
7145,2508,2255,2,01,146
6745,2508,2204,2,01,146
8315,2508,2249,2,01,146
7785,2508,2205,1,01,146
9295,2508,2207,2,01,146
8715,2508,2206,1,01,146
15349,2508,2199,2,01,146
15032,2508,2460,2,01,146
17878,0218,2452,2,02,146
17678,0218,2054,2,02,146
17326,0218,2055,1,04,146
16637,2508,2453,2,01,146
16256,2508,2201,2,01,146
15874,2508,2200,2,01,146
0,1309,2120,3,01,146
5795,1928,R-10,6,98,146
12215,2508,2212,2,01,146
13025,2508,2213,2,01,146
13675,2508,2214,2,01,146
14155,2508,2258,2,01,146
9675,2508,2208,2,01,146
10375,2508,2209,1,01,146
11235,2508,2210,2,01,146
11885,2508,2211,2,01,146
14330,2508,2198,1,01,146
14656,2508,2459,2,01,146
18856,0218,2052,3,04,146
0,1309,2120,3,01,146
540,2601,2001,1,09,146
350,2601,2002,2,01,146
1700,2529,1232,2,01,146
1045,2045,1231,1,01,146
3255,0117,2131,1,02,146
2255,2529,2399,2,01,146
4235,0037,2253,1,01,146
3835,0702,2153,1,01,146
18776,0218,2052,1,02,146
18342,0218,2053,2,02,146
4775,1813,2151,1,01,146
4535,1813,2152,1,01,146
6015,2508,2203,2,01,146
5435,2508,2202,2,01,146
7145,2508,2255,2,01,146
6745,2508,2204,2,01,146
8315,2508,2249,2,01,146
7785,2508,2205,1,01,146
9295,2508,2207,2,01,146
8715,2508,2206,1,01,146
15349,2508,2199,2,01,146
15032,2508,2460,2,01,146
17878,0218,2452,2,02,146
17678,0218,2054,2,02,146
17326,0218,2055,1,04,146
16637,2508,2453,2,01,146
16256,2508,2201,2,01,146
15874,2508,2200,2,01,146
19721,1106,2157,2,01,146
20120,1716,2158,2,01,146
12215,2508,2212,2,01,146
13025,2508,2213,2,01,146
13675,2508,2214,2,01,146
14155,2508,2258,2,01,146
9675,2508,2208,2,01,146
10375,2508,2209,1,01,146
11235,2508,2210,2,01,146
11885,2508,2211,2,01,146
22020,0218,2052,3,04,146
20651,1522,2159,2,01,146
21401,1530,2048,1,07,146
14330,2508,2198,1,01,146
14656,2508,2459,2,01,146
18988,0218,2052,1,01,146
19368,1838,2156,2,01,146
0,1309,2120,3,01,146
540,2601,2001,1,09,146
350,2601,2002,2,01,146
1700,2529,1232,2,01,146
1045,2045,1231,1,01,146
3255,0117,2131,1,02,146
2255,2529,2399,2,01,146
4235,0037,2253,1,01,146
3835,0702,2153,1,01,146
18776,0218,2052,1,02,146
18342,0218,2053,2,02,146
4775,1813,2151,1,01,146
4535,1813,2152,1,01,146
6015,2508,2203,2,01,146
5435,2508,2202,2,01,146
7145,2508,2255,2,01,146
6745,2508,2204,2,01,146
8315,2508,2249,2,01,146
7785,2508,2205,1,01,146
9295,2508,2207,2,01,146
8715,2508,2206,1,01,146
15349,2508,2199,2,01,146
15032,2508,2460,2,01,146
17878,0218,2452,2,02,146
17678,0218,2054,2,02,146
17326,0218,2055,1,04,146
16637,2508,2453,2,01,146
16256,2508,2201,2,01,146
15874,2508,2200,2,01,146
10733,2508,2249,2,02,146
11103,2508,2205,1,02,146
11833,2508,2255,2,02,146
12383,2508,2204,2,02,146
8653,2508,2209,1,02,146
9343,2508,2208,2,02,146
9773,2508,2207,2,02,146
10353,2508,2206,1,02,146
13093,2508,2203,2,02,146
13523,2508,2202,2,02,146
18849,1309,2120,3,01,146
0,0218,2052,3,04,146
574,0218,2053,2,01,146
132,0218,2052,1,01,146
1240,0218,2054,2,01,146
1035,0218,2452,2,01,146
2402,2508,2453,2,02,146
1726,2508,2055,1,02,146
3095,2508,2200,2,02,146
2697,2508,2201,2,02,146
18411,1309,2002,2,06,146
18081,2601,2001,1,04,146
4006,2508,2460,2,02,146
3597,2508,2199,2,02,146
4513,2508,2198,1,02,146
4334,2508,2459,2,02,146
5363,2508,2214,2,02,146
5063,2508,2258,2,02,146
6713,2508,2212,2,02,146
5863,2508,2213,2,02,146
7783,2508,2210,2,02,146
7163,2508,2211,2,02,146
14493,1813,2152,1,02,146
14173,2519,2151,1,02,146
17723,2201,1001,1,01,146
17389,2045,1231,1,02,146
16583,2529,2399,2,02,146
15883,0117,2131,1,01,146
15218,0702,2153,1,02,146
14843,0702,2253,1,02,146
0,0218,2052,3,03,146
11318,1706,R-10,6,99,146
14403,0218,2053,2,02,146
14837,0218,2052,1,02,146
14917,0218,2052,3,04,146
12698,2508,2453,2,01,146
13387,0218,2055,1,04,146
13739,0218,2054,2,02,146
13939,0218,2452,2,02,146
0,1706,R-10,6,00,146
4376,2508,2249,2,01,146
3846,2508,2205,5,01,146
5356,2508,2207,2,01,146
4776,2508,2206,1,01,146
6436,2508,2209,1,01,146
5736,2508,2208,2,01,146
7946,2508,2211,2,01,146
7296,2508,2210,2,01,146
9086,2508,2213,2,01,146
8276,2508,2212,2,01,146
10216,2508,2258,2,01,146
9736,2508,2214,2,01,146
10717,2508,2459,2,01,146
10391,2508,2198,1,01,146
11410,2508,2199,2,01,146
11093,2508,2460,2,01,146
12317,2508,2201,2,01,146
11935,2508,2200,2,01,146
0,1706,R-10,6,00,146
5437,1309,2120,3,01,146
12679,0111,2031,1,02,147
13280,0111,2033,2,02,147
14039,0111,2439,2,02,147
14639,0827,2440,2,02,147
11287,2804,2438,1,02,147
11542,2804,2028,1,02,147
12001,2804,2029,1,02,147
12196,2804,2030,2,02,147
15115,0827,2346,2,04,147
15320,1944,2346,1,02,147
0,1706,R-10,6,00,147
3046,0706,2313,1,01,147
2636,0706,2146,5,03,147
4376,2508,2249,2,01,147
3846,2508,2205,1,01,147
5356,2508,2207,2,01,147
4776,2508,2206,1,01,147
6398,0219,2209,1,04,147
5736,2508,2208,2,01,147
7443,0219,2190,1,04,147
7158,0219,2215,2,02,147
8196,2610,2192,1,04,147
7889,2204,2191,2,01,147
9205,2610,2217,2,02,147
8647,2610,2216,2,02,147
9929,2610,2218,2,02,147
9611,2610,2476,2,02,147
10482,2610,2039,1,04,147
10329,2610,2257,1,02,147
16143,1944,2481,1,02,147
15870,1944,2347,1,02,147
17760,1944,2275,3,03,147
17260,1944,2275,1,02,147
16820,1944,2349,1,02,147
16390,1944,2348,1,02,147
10644,0111,2033,2,02,147
11403,0111,2439,2,02,147
12003,0827,2440,2,02,147
12479,0827,2346,2,04,147
8906,2804,2028,1,02,147
9365,2804,2029,1,02,147
9560,2804,2030,2,02,147
10043,0111,2031,1,02,147
12684,1944,2346,1,02,147
13234,1944,2347,1,02,147
0,0706,2146,5,03,147
1210,2508,2205,1,01,147
410,0706,2313,1,01,147
2140,2508,2206,1,01,147
1740,2508,2249,2,01,147
3100,2508,2208,2,01,147
2720,2508,2207,2,01,147
4522,0219,2215,2,02,147
3762,0219,2209,1,04,147
5253,2204,2191,2,01,147
4807,0219,2190,1,04,147
6011,2610,2216,2,02,147
5560,2610,2192,1,04,147
6975,2610,2476,2,02,147
6569,2610,2217,2,02,147
7693,2610,2257,1,02,147
7293,2610,2218,2,02,147
8651,2804,2438,1,02,147
7846,2610,2039,1,04,147
13754,1944,2348,1,02,147
13507,1944,2481,1,02,147
15124,1944,2275,3,03,147
14624,1944,2275,1,02,147
14184,1944,2349,1,02,147
19576,0827,2346,2,04,147
21721,1944,2275,1,02,147
19781,1944,2346,1,02,147
22221,1944,2275,3,03,147
11619,0219,2215,2,02,147
11904,0219,2190,1,04,147
12350,2204,2191,2,01,147
12657,2610,2192,1,04,147
9237,2508,2206,1,01,147
9817,2508,2207,2,01,147
10197,2508,2208,2,01,147
10859,0219,2209,1,04,147
20851,1944,2348,1,02,147
21281,1944,2349,1,02,147
20331,1944,2347,1,02,147
20604,1944,2481,1,02,147
13108,2610,2216,2,02,147
13666,2610,2217,2,02,147
18500,0111,2439,2,02,147
19100,0827,2440,2,02,147
0,1309,2120,3,01,147
540,2601,2001,1,09,147
350,2601,2002,2,01,147
1700,2529,1232,2,01,147
1045,2045,1231,1,01,147
3255,0117,2131,1,02,147
2255,2529,2399,2,01,147
4095,2604,2253,1,04,147
3835,0702,2153,1,01,147
17741,0111,2033,2,02,147
17140,0111,2031,1,02,147
4832,2012,2097,1,03,147
4473,2012,2140,1,01,147
5617,0128,2143,1,01,147
5234,2012,2150,1,03,147
6487,0128,2145,1,01,147
6087,0128,2144,1,01,147
7507,0706,2313,1,01,147
7097,0706,2146,1,03,147
8837,2508,2249,2,01,147
8307,2508,2205,1,01,147
14390,2610,2218,2,02,147
14072,2610,2476,2,02,147
16657,2804,2030,2,02,147
16462,2804,2029,1,02,147
16003,2804,2028,1,02,147
15748,2804,2438,1,02,147
14943,2610,2039,1,04,147
14790,2610,2257,1,02,147
0,1928,R-10,6,90,147
9774,1944,2275,3,03,147
20433,2045,1231,1,02,147
20767,2201,1001,1,01,147
9977,0219,2215,2,01,147
10759,2508,2209,1,02,147
11449,2508,2208,2,02,147
11879,2508,2207,2,02,147
8469,2610,2216,2,01,147
8925,2204,2192,1,02,147
9228,2204,2191,2,02,147
9517,2204,2190,1,02,147
21893,1309,2120,3,01,147
21125,2601,2001,1,04,147
21455,1309,2002,2,06,147
12459,2508,2206,1,02,147
12839,2508,2249,2,02,147
18927,0117,2131,1,01,147
19627,2529,2399,2,02,147
0,1944,2275,3,03,147
528,1944,2348,1,01,147
290,1944,2349,1,01,147
1188,1944,2347,1,01,147
845,1944,2481,1,01,147
2297,0827,2440,2,01,147
1724,0827,2346,1,03,147
3712,0111,2033,2,01,147
2966,0111,2439,2,01,147
18262,0702,2153,1,02,147
17887,0702,2253,1,02,147
4728,2804,2030,2,01,147
4333,0111,2031,1,01,147
5424,2804,2028,1,01,147
5077,2804,2029,1,01,147
6564,2610,2039,1,03,147
5689,2804,2438,1,01,147
7149,2610,2218,2,01,147
6889,2610,2257,1,01,147
7824,2610,2217,2,01,147
7534,2610,2476,2,01,147
14515,0706,2313,1,02,147
13209,2508,2205,1,02,147
17547,2604,2140,1,02,147
17032,2012,2097,1,04,147
16435,0603,2143,1,02,147
15900,0128,2144,1,02,147
15495,0128,2145,1,02,147
14865,0128,2146,1,02,147
0,1944,2275,3,04,147
9034,1706,R-10,6,99,147
0,1309,2120,3,01,147
5795,1928,R-10,6,98,147
19576,0827,2346,2,04,147
21771,1944,2275,3,04,147
19781,1944,2346,1,02,147
11619,0219,2215,2,02,147
11904,0219,2190,1,04,147
12350,2204,2191,2,01,147
12657,2610,2192,1,04,147
9237,2508,2206,1,01,147
9817,2508,2207,2,01,147
10197,2508,2208,2,01,147
10859,0219,2209,1,04,147
20851,1944,2348,1,02,147
21281,1944,2349,1,02,147
20331,1944,2347,1,02,147
20604,1944,2481,1,02,147
13108,2610,2216,2,02,147
13666,2610,2217,2,02,147
18500,0111,2439,2,02,147
19100,0827,2440,2,02,147
0,1309,2120,3,01,147
540,2601,2001,1,09,147
350,2601,2002,2,01,147
1700,2529,1232,2,01,147
1045,2045,1231,1,01,147
3255,0117,2131,1,02,147
2255,2529,2399,2,01,147
4095,2604,2253,1,04,147
3835,0702,2153,1,01,147
17741,0111,2033,2,02,147
17140,0111,2031,1,02,147
4832,2012,2097,1,03,147
4473,2012,2140,1,01,147
5617,0128,2143,1,01,147
5234,2012,2150,1,03,147
6487,0128,2145,1,01,147
6087,0128,2144,1,01,147
7507,0706,2313,1,01,147
7097,0706,2146,1,03,147
8837,2508,2249,2,01,147
